host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2022-04-13,96%,99%,t,Central Fort Lauderdale,11,11,t,t,Fort Lauderdale,26.13129997,-80.14009857,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,$121.00,t,29,59,21,0,2022-08-28,2024-05-23,4.81,4.85,4.71,4.86,4.86,4.83,4.69,f,11,11,0,0,2.64
2020-12-07,100%,98%,f,Royal Poinciana,27,32,t,t,Hollywood,26.01318,-80.14306,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"$99,999.00",t,30,45,1,0,2022-08-06,2023-07-15,4.47,4.64,4.56,4.78,4.56,4.42,4.38,t,27,26,1,0,1.95
2015-05-30,,67%,f,Hollywood Beach,2,2,t,f,Hollywood,26.03144,-80.11561,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,2.0,$195.00,t,29,1,1,0,2024-03-15,2024-03-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.29
2019-12-14,100%,94%,f,Hollywood South Central Beach,42,44,t,t,Hollywood,25.98791,-80.11955,Entire serviced apartment,Entire home/apt,6,2.0,2 baths,2.0,5.0,$270.00,t,24,0,0,0,,,,,,,,,,f,42,40,2,0,
2016-02-16,100%,98%,t,Imperial Point,63,72,t,t,Pompano Beach,26.2373,-80.09384,Entire home,Entire home/apt,8,2.0,2 baths,3.0,6.0,$400.00,t,0,7,3,1,2022-11-15,2024-06-18,4.86,4.57,4.86,5.0,5.0,4.71,4.43,f,36,36,0,0,0.36
2020-08-30,100%,85%,t,North Central,2,2,t,f,Hollywood,26.02899,-80.16296,Entire home,Entire home/apt,8,2.0,2 baths,4.0,5.0,$314.00,t,11,37,22,0,2022-10-19,2024-05-27,4.89,4.89,4.92,4.97,4.89,4.76,4.7,f,2,2,0,0,1.8
2022-01-10,100%,97%,f,,6,6,t,t,Pompano Beach,26.22495799234273,-80.09453756871719,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$249.00,t,30,15,6,0,2022-09-17,2023-08-29,5.0,5.0,4.8,5.0,5.0,5.0,4.93,f,6,6,0,0,0.69
2022-07-15,95%,53%,,Hollywood South Central Beach,30,39,t,t,Hollywood,25.98789,-80.11745,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,1.0,$166.00,t,16,1,1,0,2024-04-13,2024-04-13,3.0,3.0,1.0,5.0,5.0,5.0,2.0,f,16,16,0,0,0.39
2022-07-15,95%,53%,,Hollywood South Central Beach,30,39,t,t,Hollywood,25.98736,-80.11887,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,$135.00,t,30,5,3,1,2022-11-01,2024-06-09,4.8,4.6,4.2,4.8,4.2,5.0,4.8,f,16,16,0,0,0.25
2022-07-15,95%,53%,,Hollywood South Central Beach,30,39,t,t,Hollywood,25.98786,-80.11922,Entire condo,Entire home/apt,6,2.0,2 baths,2.0,3.0,$220.00,t,12,2,1,0,2023-05-07,2023-12-16,2.5,3.0,2.0,3.0,3.0,4.5,2.5,f,16,16,0,0,0.14
2018-07-21,100%,100%,t,,1,1,t,t,Deerfield Beach,26.32544,-80.10856,Entire home,Entire home/apt,10,2.0,2 baths,3.0,5.0,$258.00,t,0,6,5,0,2023-03-27,2024-05-04,5.0,4.83,4.33,5.0,5.0,4.83,4.83,t,1,1,0,0,0.39
2023-07-26,,,f,,93,100,t,t,Hollywood,25.987379,-80.118637,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,$105.00,t,22,31,16,1,2022-10-09,2024-06-07,4.29,4.19,4.32,4.39,4.55,4.58,4.13,t,18,18,0,0,1.48
2022-07-15,95%,53%,,Hollywood South Central Beach,30,39,t,t,Hollywood,25.98783,-80.11979,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,3.0,$163.00,t,8,5,3,0,2022-12-21,2024-03-31,4.4,4.8,4.6,4.4,4.8,4.8,3.8,f,16,16,0,0,0.27
2014-05-11,78%,80%,t,Hollywood South Central Beach,25,38,t,t,Hollywood,25.98807,-80.1177,Entire condo,Entire home/apt,6,1.0,1 bath,1.0,2.0,$194.00,t,1,9,6,0,2022-12-31,2024-04-30,4.78,4.67,4.78,4.78,4.89,5.0,4.67,f,25,25,0,0,0.5
2018-11-23,100%,100%,t,,15,16,t,t,Deerfield Beach,26.30654,-80.07884,Entire condo,Entire home/apt,6,1.0,1 bath,1.0,3.0,$123.00,t,19,36,17,0,2022-08-30,2024-05-19,4.92,4.97,4.92,4.94,5.0,4.94,4.94,t,8,8,0,0,1.62
2022-06-08,100%,100%,t,Hollywood Beach,1,1,t,t,Hollywood,26.01618,-80.11572,Room in hotel,Private room,4,1.0,1 private bath,1.0,2.0,$110.00,t,12,65,38,2,2022-08-17,2024-06-18,4.78,4.77,4.83,4.89,4.77,4.95,4.82,t,1,0,1,0,2.86
2021-06-24,100%,99%,t,Croissant Park,8,9,t,t,Fort Lauderdale,26.10241,-80.15198,Entire villa,Entire home/apt,10,3.0,3 baths,4.0,9.0,$475.00,t,24,40,11,0,2022-08-09,2024-05-27,4.95,4.9,4.93,5.0,4.98,4.78,4.9,f,8,8,0,0,1.74
2021-06-24,100%,99%,t,Croissant Park,8,9,t,t,Fort Lauderdale,26.15069,-80.16001,Entire villa,Entire home/apt,10,2.0,2 baths,4.0,9.0,$599.00,t,16,70,25,3,2022-08-23,2024-06-09,4.93,4.94,4.96,4.99,4.96,4.51,4.86,f,8,8,0,0,3.11
2017-05-18,96%,99%,f,Hollywood South Central Beach,54,70,t,t,Hallandale Beach,25.98623,-80.12188,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,3.0,$238.00,t,0,1,1,0,2023-12-28,2023-12-28,4.0,3.0,5.0,5.0,5.0,5.0,5.0,t,33,33,0,0,0.16
2021-06-24,100%,99%,t,Croissant Park,8,9,t,t,Fort Lauderdale,26.10297,-80.15273,Entire villa,Entire home/apt,16,5.0,5 baths,8.0,21.0,"$1,371.00",t,20,9,8,2,2023-06-25,2024-06-16,5.0,5.0,5.0,5.0,5.0,4.89,5.0,f,8,8,0,0,0.73
2019-06-01,100%,100%,t,441 Corridor,22,22,t,t,Dania Beach,26.05989,-80.20552,Entire home,Entire home/apt,5,1.0,1 bath,2.0,4.0,$178.00,t,30,36,19,0,2022-08-22,2024-02-13,4.97,4.89,4.86,4.94,4.94,4.83,4.78,t,22,22,0,0,1.6
2018-01-25,100%,98%,f,Hollywood Lakes,21,25,t,t,Hollywood,26.01484,-80.1549,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$99.00,t,0,5,1,1,2022-08-20,2024-06-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,20,20,0,0,0.22
2021-06-12,100%,99%,t,,1,1,t,t,Lauderdale Lakes,26.174716053683262,-80.20010965519228,Entire guest suite,Entire home/apt,4,1.0,1 bath,1.0,2.0,$80.00,t,17,94,94,4,2023-07-02,2024-06-23,4.92,4.89,4.95,4.94,4.94,4.76,4.9,t,1,1,0,0,7.81
2020-09-22,100%,87%,f,East Fort Lauderdale,4,8,t,t,Fort Lauderdale,26.12216,-80.11355,Entire villa,Entire home/apt,16,7.0,7 baths,6.0,8.0,"$1,471.00",t,30,8,4,0,2022-09-06,2024-02-21,4.75,4.75,4.88,5.0,5.0,5.0,4.63,f,1,1,0,0,0.36
2022-03-23,98%,97%,t,,3,3,t,t,Oakland Park,26.17901,-80.15022,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,$106.00,t,7,106,62,5,2022-08-09,2024-06-23,4.98,4.98,4.99,5.0,4.98,4.87,4.98,f,3,3,0,0,4.62
2017-11-09,100%,86%,f,,10,10,t,t,North Lauderdale,26.21153,-80.20841,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,$65.00,t,25,14,6,0,2022-09-30,2024-04-19,4.71,4.64,4.79,4.71,4.93,4.71,4.57,f,6,0,5,1,0.66
2016-05-17,100%,83%,t,Hollywood Beach,6,8,t,t,Hollywood,25.98895,-80.11746,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,$300.00,t,5,89,38,2,2022-08-17,2024-06-20,5.0,4.98,4.97,4.76,4.98,4.96,4.89,f,4,4,0,0,3.92
2013-07-21,99%,100%,f,Hollywood South Central Beach,49,65,t,t,Hollywood,25.9870383,-80.1206413,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,4.0,$218.00,t,12,32,16,1,2022-10-10,2024-06-01,4.91,4.94,4.72,4.97,5.0,5.0,4.81,t,37,37,0,0,1.53
2022-06-30,97%,99%,f,South Fort Lauderdale,16,30,t,t,Fort Lauderdale,26.12016,-80.14691,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,$82.00,t,1,66,49,4,2022-12-08,2024-06-23,4.67,4.74,4.56,4.76,4.85,4.85,4.61,t,16,16,0,0,3.49
2019-09-06,100%,98%,t,,9,10,t,t,Deerfield Beach,26.31916,-80.09089,Entire home,Entire home/apt,2,,1 bath,,,,t,0,24,12,0,2022-08-18,2024-04-25,4.96,4.96,5.0,4.88,5.0,5.0,4.88,f,6,6,0,0,1.06
2021-02-15,100%,100%,t,,4,4,t,t,Pompano Beach,26.24869,-80.09612,Entire townhouse,Entire home/apt,9,2.5,2.5 baths,2.0,7.0,$280.00,t,28,7,1,0,2022-08-14,2024-05-19,4.86,4.71,4.71,5.0,5.0,5.0,4.86,f,4,4,0,0,0.31
2022-08-07,100%,99%,t,Hollywood Beach,5,5,t,t,Hollywood,26.0284198,-80.1153559,Entire condo,Entire home/apt,4,1.0,1 bath,0.0,2.0,$91.00,t,27,124,52,2,2022-08-27,2024-06-16,4.76,4.81,4.74,4.82,4.93,4.91,4.64,f,5,5,0,0,5.54
2022-08-07,72%,99%,f,Hollywood South Central Beach,15,38,t,f,Hollywood,25.98796,-80.11797,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,2.0,$196.00,t,11,9,2,0,2022-09-04,2023-10-19,4.22,4.44,4.11,4.11,3.89,5.0,4.11,t,15,15,0,0,0.41
2018-06-09,100%,100%,t,Hollywood Lakes,2,2,t,t,Hollywood,26.0109124,-80.1192822,Entire home,Entire home/apt,6,2.5,2.5 baths,4.0,4.0,$536.00,t,1,36,20,2,2022-11-26,2024-06-17,4.83,4.92,4.81,4.92,4.97,4.94,4.81,f,1,1,0,0,1.86
2022-08-07,100%,100%,t,,1,1,t,t,West Park,25.98154,-80.17838,Entire home,Entire home/apt,6,2.0,2 baths,2.0,3.0,$166.00,t,28,37,13,1,2022-08-28,2024-06-06,5.0,4.97,4.97,4.97,5.0,4.89,4.89,t,1,1,0,0,1.66
2017-06-21,92%,100%,f,North Central,2,3,t,f,Hollywood,26.02637,-80.15094,Entire home,Entire home/apt,4,1.0,1 bath,2.0,3.0,$102.00,t,9,10,7,0,2023-02-06,2024-04-20,4.8,5.0,4.9,5.0,4.9,4.7,4.9,t,1,1,0,0,0.59
2017-03-08,100%,100%,f,Hollywood Lakes,5,6,t,t,Pompano Beach,26.22822,-80.0915,Entire townhouse,Entire home/apt,5,2.5,2.5 baths,2.0,2.0,$199.00,t,16,40,17,1,2022-08-23,2024-06-25,4.78,4.73,4.7,4.98,4.93,4.9,4.65,t,3,3,0,0,1.78
2018-04-25,100%,96%,f,Hollywood Lakes,7,7,t,t,Hollywood,26.02104,-80.11597,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,$208.00,t,0,11,2,0,2022-08-14,2024-01-28,4.73,4.64,4.91,5.0,5.0,5.0,5.0,f,6,6,0,0,0.48
2015-11-19,100%,100%,t,,2,2,t,t,Wilton Manors,26.15702,-80.12434,Entire home,Entire home/apt,8,2.0,2 baths,3.0,4.0,$300.00,t,6,61,32,2,2022-08-29,2024-06-09,4.98,5.0,4.95,4.98,5.0,4.98,4.98,t,1,1,0,0,2.74
2021-11-24,,,f,,1,1,t,f,Hallandale Beach,25.97797,-80.11835,Entire condo,Entire home/apt,8,3.5,3.5 baths,3.0,3.0,$800.00,t,30,0,0,0,,,,,,,,,,f,1,1,0,0,
2016-07-21,100%,100%,t,Hollywood South Central Beach,17,41,t,t,Hollywood,25.98648,-80.11904,Entire condo,Entire home/apt,8,2.0,2 baths,2.0,4.0,$559.00,t,0,47,22,0,2022-09-04,2024-04-29,4.94,4.96,4.81,4.85,4.96,4.96,4.83,t,12,12,0,0,2.13
2021-01-16,,100%,f,,1,4,t,t,Deerfield Beach,26.30055,-80.09951,Entire home,Entire home/apt,10,2.0,2 baths,3.0,5.0,$221.00,t,30,0,0,0,,,,,,,,,,f,1,1,0,0,
2021-10-11,100%,100%,t,Colee Hammock,2,3,t,t,Fort Lauderdale,26.12062,-80.12785,Entire townhouse,Entire home/apt,6,3.5,3.5 baths,3.0,5.0,$193.00,t,16,27,9,1,2022-12-05,2024-06-15,4.96,4.81,4.93,4.96,4.89,5.0,4.89,f,2,2,0,0,1.42
2022-08-08,100%,0%,f,,1,1,t,t,Pembroke Pines,26.02122,-80.30796,Entire vacation home,Entire home/apt,6,2.0,2 baths,3.0,4.0,$327.00,t,0,9,0,0,2022-11-28,2023-04-24,4.89,4.89,4.89,5.0,5.0,4.89,4.89,f,1,1,0,0,0.47
2016-01-27,95%,97%,t,Central Corals,4,4,t,t,Oakland Park,26.18258,-80.12954,Entire home,Entire home/apt,5,1.0,1 bath,2.0,3.0,$148.00,t,7,26,13,0,2022-08-19,2024-04-08,4.73,4.85,4.65,4.96,4.92,4.81,4.69,f,4,4,0,0,1.15
2018-07-29,100%,100%,f,,20,183,t,t,Pompano Beach,26.2527523,-80.0880024,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,3.0,$77.00,t,21,0,0,0,,,,,,,,,,t,1,1,0,0,
2016-07-09,100%,100%,f,Coral Ridge Country Club,40,87,t,t,Lauderdale By The Sea,26.19637,-80.09456,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,$112.00,t,9,63,30,1,2022-10-17,2024-06-01,4.48,4.62,4.6,4.79,4.75,4.84,4.65,t,27,27,0,0,3.05
2015-04-20,100%,97%,f,Hollywood South Central Beach,50,60,t,t,Hollywood,25.98713,-80.11949,Entire vacation home,Entire home/apt,6,1.0,1 bath,2.0,4.0,$144.00,t,5,3,0,0,2023-03-13,2023-06-26,3.0,2.67,2.67,3.33,2.67,3.67,3.33,t,45,45,0,0,0.19
2017-10-25,100%,100%,t,Hollywood South Central Beach,69,128,t,t,Hollywood,25.98796,-80.11942,Entire condo,Entire home/apt,8,2.0,2 baths,2.0,6.0,$108.00,t,21,87,45,1,2022-08-26,2024-06-02,4.6,4.54,4.75,4.75,4.71,4.76,4.55,t,45,45,0,0,3.88
2011-11-26,,96%,t,,22,25,t,t,Deerfield Beach,26.31129,-80.07618,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,$147.00,t,3,4,1,0,2022-09-25,2023-08-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,18,18,0,0,0.19
2021-11-20,100%,98%,t,,9,9,t,t,Pompano Beach,26.23453,-80.10138,Entire home,Entire home/apt,8,2.0,2 baths,2.0,4.0,$117.00,t,7,58,31,2,2022-11-26,2024-06-15,4.97,4.91,4.98,4.98,4.93,4.88,4.86,t,6,6,0,0,3.0
2021-11-20,100%,98%,t,,9,9,t,t,Pompano Beach,26.23589,-80.09992,Entire home,Entire home/apt,5,1.0,1 bath,2.0,4.0,$123.00,t,16,72,40,0,2022-12-18,2024-05-08,4.99,4.96,4.99,4.96,5.0,4.89,4.94,t,6,6,0,0,3.87
2021-11-20,100%,98%,t,,9,9,t,t,Pompano Beach,26.235,-80.09984,Entire home,Entire home/apt,10,3.0,3 baths,4.0,7.0,$241.00,t,5,2,0,0,2023-04-16,2023-04-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,6,6,0,0,0.14
2022-08-09,100%,100%,f,South Corals,2,2,t,f,Oakland Park,26.16788,-80.12814,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,$499.00,t,28,10,4,0,2023-02-23,2024-03-24,5.0,5.0,5.0,5.0,5.0,4.9,5.0,f,2,2,0,0,0.61
2022-04-13,96%,99%,t,Central Fort Lauderdale,11,11,t,t,Fort Lauderdale,26.13129997,-80.14009857,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,$163.00,t,18,74,48,1,2022-09-04,2024-06-07,4.88,4.92,4.88,4.81,4.89,4.91,4.8,f,11,11,0,0,3.35
2022-03-28,100%,60%,f,Hollywood South Central Beach,2,2,t,t,Hallandale Beach,25.98323158504351,-80.12081164866686,Entire condo,Entire home/apt,7,2.0,2 baths,2.0,4.0,$101.00,t,3,0,0,0,,,,,,,,,,f,2,2,0,0,
2022-08-10,100%,75%,f,,1,1,t,t,Hallandale Beach,25.976,-80.15781,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,$185.00,t,0,12,4,0,2022-10-10,2024-05-06,4.83,5.0,4.67,5.0,5.0,4.92,4.83,f,1,1,0,0,0.57
2018-01-25,100%,97%,f,Hollywood South Central Beach,12,18,t,t,Hollywood,25.98633,-80.12183,Entire rental unit,Entire home/apt,8,2.5,2.5 baths,3.0,5.0,$539.00,t,5,3,2,0,2023-04-03,2024-05-01,5.0,5.0,4.67,4.33,5.0,4.67,4.67,t,6,6,0,0,0.2
2020-04-26,100%,100%,f,Royal Poinciana,8,9,t,t,Pembroke Pines,26.0213591,-80.28415679999999,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,$60.00,t,0,45,10,1,2022-08-28,2024-05-29,4.87,4.84,4.96,4.87,4.91,4.84,4.82,f,7,1,6,0,2.02
2017-01-23,100%,99%,t,,31,41,t,t,Pompano Beach,26.24898,-80.08774,Entire townhouse,Entire home/apt,10,3.5,3.5 baths,4.0,7.0,$222.00,t,16,15,9,0,2022-12-24,2024-05-02,4.73,4.8,4.73,4.87,4.73,4.87,4.67,t,21,21,0,0,0.82
2014-06-30,100%,99%,f,Hollywood Lakes,40,128,t,t,Hollywood,26.020217113501225,-80.13408782734935,Entire home,Entire home/apt,8,3.0,3 baths,4.0,5.0,$162.00,t,2,25,14,2,2022-09-11,2024-06-21,4.56,4.36,4.44,4.8,4.48,4.8,4.4,t,37,37,0,0,1.14
2014-06-30,100%,99%,f,Hollywood Lakes,40,128,t,t,Hollywood,26.02222,-80.13137,Entire home,Entire home/apt,14,3.0,3 baths,5.0,6.0,$149.00,t,15,18,7,1,2022-08-31,2024-05-28,4.39,4.39,4.17,4.67,4.44,4.61,4.39,t,37,37,0,0,0.81
2018-01-25,100%,97%,f,Hollywood South Central Beach,12,18,t,t,Hollywood,25.98709616445201,-80.12072713068848,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,4.0,$347.00,t,30,4,2,0,2023-03-13,2024-04-15,4.75,5.0,4.75,5.0,5.0,4.75,4.75,t,6,6,0,0,0.25
2021-06-07,100%,99%,t,Downtown,5,6,t,t,Fort Lauderdale,26.13048825946856,-80.13415279296946,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,3.0,$179.00,t,30,39,17,0,2022-09-25,2024-05-20,4.97,4.95,4.95,5.0,4.97,4.95,4.79,f,4,4,0,0,1.82
2022-08-11,,100%,f,Hollywood Beach,1,1,t,t,Hollywood,26.01619,-80.11621,Private room in resort,Private room,2,1.0,1 private bath,1.0,2.0,$199.00,t,2,18,4,0,2023-01-15,2024-04-01,4.72,4.72,5.0,4.67,5.0,4.89,4.72,f,1,0,1,0,1.02
2011-07-15,100%,99%,f,Sand Key,527,1339,t,t,Pompano Beach,26.23321,-80.10604,Entire home,Entire home/apt,6,1.0,1 bath,2.0,3.0,$175.00,t,28,5,1,0,2022-11-17,2024-01-27,4.0,4.4,4.0,4.2,4.2,4.0,3.8,t,12,12,0,0,0.25
2016-04-17,100%,83%,t,South Fort Lauderdale,5,8,t,t,Fort Lauderdale,26.09483,-80.17203,Entire home,Entire home/apt,6,3.0,3 baths,3.0,3.0,$164.00,t,0,57,30,0,2022-08-23,2024-05-14,4.86,4.91,4.86,4.96,4.96,4.81,4.81,f,1,1,0,0,2.54
2020-04-04,100%,98%,,,5,6,t,t,Deerfield Beach,26.29939,-80.14201,Entire home,Entire home/apt,8,2.0,2 baths,3.0,5.0,$295.00,t,1,71,40,2,2022-10-31,2024-06-10,5.0,4.99,4.97,4.99,5.0,4.96,4.97,f,3,3,0,0,3.52
2022-08-11,100%,98%,t,Croissant Park,4,4,t,t,Fort Lauderdale,26.0976414836818,-80.14591017301633,Entire home,Entire home/apt,8,2.0,2 baths,3.0,4.0,$148.00,t,6,97,64,4,2022-08-23,2024-06-09,4.9,4.96,4.86,4.98,4.94,4.91,4.81,t,4,4,0,0,4.31
2015-08-13,100%,89%,t,,1,2,t,t,Fort Lauderdale,26.15266,-80.18067,Entire home,Entire home/apt,6,3.0,3 baths,3.0,3.0,$185.00,t,15,63,39,3,2022-09-21,2024-06-09,4.98,4.98,4.97,5.0,5.0,4.49,4.94,f,1,1,0,0,2.93
2014-11-04,100%,100%,t,Riverside Park,1,2,t,t,Fort Lauderdale,26.11418,-80.16188,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,$280.00,t,22,39,20,1,2022-08-29,2024-06-10,4.95,4.97,4.95,4.97,5.0,4.87,4.82,f,1,1,0,0,1.75
2018-10-23,100%,78%,f,Hollywood Lakes,2,2,t,t,Hollywood,26.03135,-80.14144,Entire villa,Entire home/apt,9,4.0,4 baths,4.0,4.0,$413.00,t,0,23,3,0,2022-10-12,2024-04-17,4.91,4.96,4.87,4.96,5.0,4.91,4.83,f,2,2,0,0,1.1
2017-01-05,100%,100%,t,,1,1,t,t,Deerfield Beach,26.31266,-80.09016,Entire home,Entire home/apt,8,3.0,3 baths,3.0,8.0,$337.00,t,14,46,22,2,2022-10-16,2024-06-09,4.98,4.93,4.98,4.98,5.0,4.89,4.93,t,1,1,0,0,2.22
2018-08-27,100%,99%,t,,3,3,t,t,Oakland Park,26.18219637295781,-80.1400052011013,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,$212.00,t,30,17,12,0,2023-01-01,2024-04-22,4.82,4.76,4.88,4.94,4.94,4.71,4.53,f,3,3,0,0,0.94
2018-11-24,,0%,f,Mallorca,2,2,t,t,Sunrise,26.1744,-80.28944,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,$68.00,t,28,2,0,0,2022-09-16,2022-12-26,3.0,3.0,3.0,3.0,3.0,3.0,3.0,f,1,0,1,0,0.09
2016-06-11,100%,75%,f,North Central,3,3,t,t,Hollywood,26.02623,-80.16184,Entire home,Entire home/apt,8,2.0,2 baths,4.0,4.0,$361.00,t,0,1,0,0,2022-08-31,2022-08-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.04
2013-07-21,99%,100%,f,Hollywood South Central Beach,49,65,t,t,Hallandale Beach,25.98581,-80.11914,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,4.0,$344.00,t,2,38,13,2,2022-08-27,2024-06-10,4.89,4.89,4.82,4.89,5.0,4.95,4.82,t,37,37,0,0,1.7
2012-02-02,98%,93%,t,Coral Gables,49,58,t,t,Pompano Beach,26.21292,-80.10184,Entire home,Entire home/apt,8,2.0,2 baths,3.0,5.0,$211.00,t,12,38,30,3,2023-01-02,2024-06-24,4.89,4.89,4.92,4.95,4.87,4.92,4.87,f,37,37,0,0,2.1
2021-06-07,100%,99%,t,Downtown,5,6,t,t,Fort Lauderdale,26.1305702,-80.13446239999999,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,3.0,$177.00,t,29,57,31,1,2022-09-24,2024-06-11,4.98,4.95,4.98,4.98,4.98,4.91,4.86,f,4,4,0,0,2.66
2021-06-07,100%,99%,t,Downtown,5,6,t,t,Fort Lauderdale,26.1305702,-80.13446239999999,Entire condo,Entire home/apt,6,2.0,2 baths,3.0,4.0,$277.00,t,24,18,5,0,2022-10-09,2024-04-07,4.94,4.89,5.0,5.0,4.89,4.94,4.78,f,4,4,0,0,0.86
2021-08-04,,,f,,1,1,t,t,Tamarac,26.21739,-80.24261,Entire home,Entire home/apt,7,2.0,2 baths,3.0,3.0,$260.00,t,30,8,2,0,2022-08-30,2024-01-03,4.63,4.75,4.75,4.88,4.88,4.63,4.5,t,1,1,0,0,0.36
2020-02-11,100%,98%,t,Hollywood Beach,14,14,t,t,Hollywood,26.02276811031167,-80.11489025109194,Room in boutique hotel,Private room,5,1.0,1 private bath,1.0,3.0,$118.00,t,28,1,0,0,2022-08-21,2022-08-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,14,2,12,0,0.04
2016-03-19,100%,83%,t,,2,3,t,f,Wilton Manors,26.1651,-80.14479,Entire guest suite,Entire home/apt,2,1.0,1 bath,0.0,1.0,$100.00,t,30,23,19,1,2022-11-27,2024-06-02,4.91,4.87,4.87,4.87,4.78,4.91,4.91,f,1,1,0,0,1.19
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hallandale Beach,25.98676,-80.12353,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,$98.00,t,10,19,14,1,2022-10-02,2024-06-03,4.58,4.63,4.32,4.79,4.89,4.89,4.42,t,342,341,1,0,0.9
2012-02-29,100%,93%,f,Hollywood South Central Beach,174,258,t,t,Hollywood,25.9866,-80.12165,Entire condo,Entire home/apt,6,2.0,2 baths,2.0,3.0,$942.00,t,30,0,0,0,,,,,,,,,,f,172,172,0,0,
2012-02-29,100%,93%,f,Hollywood South Central Beach,174,258,t,t,Hallandale Beach,25.98503,-80.12439,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,$92.00,t,24,35,25,1,2023-01-16,2024-06-02,4.34,4.23,4.51,4.57,4.51,4.74,4.4,f,172,172,0,0,1.98
2012-02-29,100%,93%,f,Hollywood South Central Beach,174,258,t,t,Hallandale Beach,25.98574,-80.12394,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,$93.00,t,21,13,7,0,2022-09-04,2024-04-04,4.62,4.77,4.69,4.54,4.69,4.77,4.69,f,172,172,0,0,0.59
2012-02-29,100%,93%,f,Hollywood South Central Beach,174,258,t,t,Hallandale Beach,25.9868,-80.12269,Entire condo,Entire home/apt,6,2.0,2 baths,2.0,3.0,$156.00,t,24,4,2,0,2022-10-26,2023-10-28,4.75,5.0,4.75,4.5,5.0,5.0,4.5,t,172,172,0,0,0.2
2022-05-03,100%,98%,t,,3,4,t,t,Hallandale Beach,25.9837,-80.15688,Entire home,Entire home/apt,9,1.0,1 bath,4.0,5.0,$169.00,t,9,78,26,0,2022-08-24,2024-05-20,4.86,4.88,4.83,4.91,4.87,4.87,4.72,f,3,3,0,0,3.47
2022-08-15,100%,56%,f,,1,1,t,t,Lighthouse Point,26.28556,-80.09296,Entire home,Entire home/apt,8,2.0,2 baths,3.0,4.0,$395.00,t,24,7,4,0,2022-12-30,2024-04-29,5.0,5.0,4.86,5.0,5.0,4.86,5.0,f,1,1,0,0,0.38
